Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,Q91VT4,Q91VT4,-1.376701883,1.376701883,2.24E-12,6.82E-11,16,Q91VT4,Cbr4,Carbonyl reductase family member 4,CBR4_MOUSE,9,-61.49018447,0.385098155,Injured,Non-injured,"mitochondrion,mitochondrial matrix,oxidoreductase complex","NAD(P)H dehydrogenase (quinone) activity,NADPH dehydrogenase (quinone) activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity,quinone binding,NADPH binding","fatty acid biosynthetic process,daunorubicin metabolic process,doxorubicin metabolic process,protein homotetramerization,protein heterotetramerization,oxidation-reduction process"
Injured / Non-injured,Q9CRB9,Q9CRB9,-1.26002741,1.26002741,2.06E-12,6.82E-11,16,Q9CRB9,Chchd3,MICOS complex subunit Mic19,MIC19_MOUSE,13,-58.24639733,0.417536027,Injured,Non-injured,"nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane,MICOS complex,extracellular exosome","transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,protein binding,phosphatase binding,protein complex scaffold","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,inner mitochondrial membrane organization,mitochondrial fusion,cristae formation"
Injured / Non-injured,A0A0R4J0T5;P28659;P28659-2;P28659-3;P28659-4,A0A0R4J0T5;P28659;P28659-2;P28659-3;P28659-4,1.216125053,1.216125053,7.98E-12,1.70E-10,16,A0A0R4J0T5;P28659;P28659-2;P28659-3;P28659-4,Celf1,"CUG triplet repeat, RNA binding protein 1, isoform CRA_b;CUGBP Elav-like family member 1;Isoform 2 of CUGBP Elav-like family member 1;Isoform 3 of CUGBP Elav-like family member 1;Isoform 4 of CUGBP Elav-like family member 1",A0A0R4J0T5_MOUSE;CELF1_MOUSE;CELF1_MOUSE;CELF1_MOUSE;CELF1_MOUSE,4,132.3218832,2.323218832,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm;;;",";RNA binding,translation initiation factor binding,BRE binding;;;",";mRNA splice site selection,spermatid development,positive regulation of multicellular organism growth,regulation of RNA splicing;;;"
Injured / Non-injured,P40936,P40936,-2.137350166,2.137350166,7.63E-12,1.70E-10,16,P40936,Inmt,Indolethylamine N-methyltransferase,INMT_MOUSE,13,-77.27031125,0.227296888,Injured,Non-injured,cytosol,"thioether S-methyltransferase activity,amine N-methyltransferase activity,dimethyl selenide methyltransferase activity,Requires Ontology","selenium compound metabolic process,amine metabolic process,response to toxic substance,methylation"
Injured / Non-injured,Q8C5H8;Q8C5H8-2;Q8C5H8-3;Q8C5H8-4;Z4YK42,Q8C5H8;Q8C5H8-2;Q8C5H8-3;Q8C5H8-4;Z4YK42,-1.675242557,1.675242557,1.94E-11,3.75E-10,16,Q8C5H8;Q8C5H8-2;Q8C5H8-3;Q8C5H8-4;Z4YK42,Nadk2,"NAD kinase 2, mitochondrial;Isoform 2 of NAD kinase 2, mitochondrial;Isoform 3 of NAD kinase 2, mitochondrial;Isoform 4 of NAD kinase 2, mitochondrial;NAD kinase 2, mitochondrial",NAKD2_MOUSE;NAKD2_MOUSE;NAKD2_MOUSE;NAKD2_MOUSE;Z4YK42_MOUSE,13,-68.68865378,0.313113462,Injured,Non-injured,mitochondrion;;;;,"NAD+ kinase activity,ATP binding,protein homodimerization activity;;;;","NADP biosynthetic process,phosphorylation,NAD metabolic process;;;;"
Injured / Non-injured,Q9QXN5,Q9QXN5,-2.233878975,2.233878975,2.01E-11,3.75E-10,16,Q9QXN5,Miox,Inositol oxygenase,MIOX_MOUSE,10,-78.74136273,0.212586373,Injured,Non-injured,"cytoplasm,inclusion body,extracellular exosome","aldo-keto reductase (NADP) activity,ferric iron binding,oxidoreductase activity,oxidoreductase activity, acting on NAD(P)H,oxidoreductase activity, acting on single donors with incorporation of molecular oxygen,inositol oxygenase activity","inositol catabolic process,oxidation-reduction process"
Injured / Non-injured,E9QN44;Q8CIM3,E9QN44;Q8CIM3,-1.546233324,1.546233324,2.53E-11,3.84E-10,16,E9QN44;Q8CIM3,D2hgdh,"D-2-hydroxyglutarate dehydrogenase, mitochondrial;D-2-hydroxyglutarate dehydrogenase, mitochondrial",E9QN44_MOUSE;D2HDH_MOUSE,9,-65.75971355,0.342402865,Injured,Non-injured,;mitochondrion,";D-lactate dehydrogenase (cytochrome) activity,(R)-2-hydroxyglutarate dehydrogenase activity,FAD binding",";response to manganese ion,response to zinc ion,lactate oxidation,respiratory electron transport chain,response to cobalt ion,cellular protein metabolic process,response to magnesium ion,response to calcium ion"
Injured / Non-injured,Q91YH6,Q91YH6,-1.06857368,1.06857368,2.58E-11,3.84E-10,16,Q91YH6,Atp6v1b1,"ATPase, H+ transporting, lysosomal V1 subunit B1",Q91YH6_MOUSE,18,-52.32098554,0.476790145,Injured,Non-injured,"cytoplasm,cytosol,microvillus,membrane,basolateral plasma membrane,apical plasma membrane,lateral plasma membrane,vacuolar proton-transporting V-type ATPase complex,proton-transporting V-type ATPase, V1 domain,extracellular exosome,extrinsic component of synaptic vesicle membrane","ATP binding,hydrogen ion transmembrane transporter activity,hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,protein complex binding","ossification,regulation of pH,excretion,sensory perception of sound,ATP hydrolysis coupled proton transport,proton transport,pH reduction,ATP metabolic process,calcium ion homeostasis,inner ear morphogenesis"
Injured / Non-injured,Q9D2R0,Q9D2R0,-2.14531963,2.14531963,2.50E-11,3.84E-10,16,Q9D2R0,Aacs,Acetoacetyl-CoA synthetase,AACS_MOUSE,10,-77.39552415,0.226044759,Injured,Non-injured,cytosol,"ATP binding,acetoacetate-CoA ligase activity,butyrate-CoA ligase activity","liver development,fatty acid metabolic process,response to nutrient,response to purine-containing compound,positive regulation of insulin secretion,response to oleic acid,response to drug,response to starvation,response to ethanol,white fat cell differentiation,adipose tissue development,cellular response to glucose stimulus,cellular response to testosterone stimulus,cellular response to cholesterol"
Injured / Non-injured,Q9DBT9,Q9DBT9,-1.541697549,1.541697549,2.53E-11,3.84E-10,16,Q9DBT9,Dmgdh,"Dimethylglycine dehydrogenase, mitochondrial",M2GD_MOUSE,33,-65.65189408,0.343481059,Injured,Non-injured,"mitochondrion,mitochondrial matrix","RNA binding,dimethylglycine dehydrogenase activity","amino-acid betaine catabolic process,choline catabolic process,oxidation-reduction process"
Injured / Non-injured,O88623;O88623-2;O88623-3;O88623-4,O88623;O88623-2;O88623-3;O88623-4,-2.085719465,2.085719465,2.78E-11,3.95E-10,16,O88623;O88623-2;O88623-3;O88623-4,Usp2,Ubiquitin carboxyl-terminal hydrolase 2;Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 2;Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 2;Isoform 4 of Ubiquitin carboxyl-terminal hydrolase 2,UBP2_MOUSE,3,-76.44213773,0.235578623,Injured,Non-injured,"nucleus,cytoplasm,centrosome,cell cortex,perinuclear region of cytoplasm;;;","thiol-dependent ubiquitin-specific protease activity,cyclin binding,ubiquitin protein ligase binding,identical protein binding,metal ion binding;;;","negative regulation of transcription from RNA polymerase II promoter,ubiquitin-dependent protein catabolic process,cell cycle,muscle organ development,protein deubiquitination,circadian regulation of gene expression,entrainment of circadian clock by photoperiod,locomotor rhythm,positive regulation of mitotic cell cycle,circadian behavior,protein stabilization;;;"
Injured / Non-injured,Q9CZB0,Q9CZB0,-1.421342221,1.421342221,2.94E-11,3.99E-10,16,Q9CZB0,Sdhc,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",C560_MOUSE,3,-62.66352119,0.373364788,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),integral component of membrane","succinate dehydrogenase activity,electron carrier activity,heme binding,metal ion binding","tricarboxylic acid cycle,mitochondrial electron transport, succinate to ubiquinone"
Injured / Non-injured,P08249,P08249,-0.837582236,0.837582236,3.16E-11,4.09E-10,16,P08249,Mdh2,"Malate dehydrogenase, mitochondrial",MDHM_MOUSE,23,-44.04194341,0.559580566,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,membrane,myelin sheath,extracellular exosome","RNA binding,malate dehydrogenase activity,L-malate dehydrogenase activity,protein homodimerization activity,protein self-association,malate dehydrogenase (NADP+) activity","carbohydrate metabolic process,tricarboxylic acid cycle,oxaloacetate metabolic process,malate metabolic process,internal protein amino acid acetylation,NADH metabolic process,aerobic respiration"
Injured / Non-injured,P50171;P50171-2,P50171;P50171-2,-1.483568945,1.483568945,4.15E-11,5.15E-10,16,P50171;P50171-2,Hsd17b8,Estradiol 17-beta-dehydrogenase 8;Isoform Long of Estradiol 17-beta-dehydrogenase 8,DHB8_MOUSE,9,-64.23969231,0.357603077,Injured,Non-injured,"mitochondrion,mitochondrial envelope,mitochondrial matrix,plasma membrane,membrane;","3-hydroxyacyl-CoA dehydrogenase activity,estradiol 17-beta-dehydrogenase activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity,testosterone dehydrogenase (NAD+) activity,NADH binding;","fatty acid biosynthetic process,estrogen biosynthetic process,androgen metabolic process,estrogen metabolic process,protein heterotetramerization,oxidation-reduction process;"
Injured / Non-injured,A0A0R4J050,A0A0R4J050,-2.344648442,2.344648442,6.40E-11,6.43E-10,16,A0A0R4J050,Acy1,Aminoacylase-1,A0A0R4J050_MOUSE,21,-80.31250369,0.196874963,Injured,Non-injured,,,
Injured / Non-injured,E9QPX3;Q9CXZ1,E9QPX3;Q9CXZ1,-1.327249607,1.327249607,6.11E-11,6.43E-10,16,E9QPX3;Q9CXZ1,Ndufs4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",E9QPX3_MOUSE;NDUS4_MOUSE,7,-60.14727186,0.398527281,Injured,Non-injured,";mitochondrion,mitochondrial respiratory chain complex I",;NADH dehydrogenase (ubiquinone) activity,";regulation of protein phosphorylation,brain development,cAMP-mediated signaling,electron transport chain,mitochondrial respiratory chain complex I assembly,cellular respiration,positive regulation of fibroblast proliferation,response to cAMP,reactive oxygen species metabolic process"
Injured / Non-injured,P09405,P09405,1.533711294,1.533711294,6.47E-11,6.43E-10,16,P09405,Ncl,Nucleolin,NUCL_MOUSE,25,189.5296892,2.895296892,Injured,Non-injured,"nucleus,nucleoplasm,nucleolus,cell cortex,membrane,intracellular ribonucleoprotein complex,cytoplasmic ribonucleoprotein granule,extracellular exosome","RNA binding,protein binding,protein C-terminus binding,telomeric DNA binding,identical protein binding,DNA topoisomerase binding,mRNA 5'-UTR binding","angiogenesis,negative regulation of translation,positive regulation of transcription from RNA polymerase II promoter,cellular response to epidermal growth factor stimulus,positive regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter,cellular response to leukemia inhibitory factor"
Injured / Non-injured,Q8BGA8,Q8BGA8,-1.705063525,1.705063525,5.56E-11,6.43E-10,16,Q8BGA8,Acsm5,"Acyl-coenzyme A synthetase ACSM5, mitochondrial",ACSM5_MOUSE,21,-69.32922611,0.306707739,Injured,Non-injured,mitochondrial matrix,"acyl-CoA ligase activity,fatty-acyl-CoA synthase activity,ATP binding,fatty acid ligase activity,metal ion binding,butyrate-CoA ligase activity","fatty acid biosynthetic process,acyl-CoA metabolic process"
Injured / Non-injured,Q8K1Z0,Q8K1Z0,-1.639331342,1.639331342,6.27E-11,6.43E-10,16,Q8K1Z0,Coq9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",COQ9_MOUSE,9,-67.89947811,0.321005219,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane","lipid binding,protein homodimerization activity","mitochondrial electron transport, NADH to ubiquinone,ubiquinone biosynthetic process"
Injured / Non-injured,Q9CXW4,Q9CXW4,0.774902203,0.774902203,5.81E-11,6.43E-10,16,Q9CXW4,Rpl11,60S ribosomal protein L11,RL11_MOUSE,9,71.10740577,1.711074058,Injured,Non-injured,"nucleoplasm,nucleolus,cytoplasm,membrane,cytosolic large ribosomal subunit,extracellular matrix,protein complex,extracellular exosome","RNA binding,structural constituent of ribosome,protein binding,5S rRNA binding,ubiquitin protein ligase binding,ubiquitin ligase inhibitor activity","ribosomal large subunit assembly,rRNA processing,translation,protein targeting,positive regulation of gene expression,positive regulation of protein binding,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,protein localization to nucleus,ribosomal large subunit biogenesis,protein stabilization,regulation of signal transduction by p53 class mediator,positive regulation of signal transduction by p53 class mediator,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,negative regulation of ubiquitin protein ligase activity,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,negative regulation of protein neddylation"
Injured / Non-injured,Q8VDK1;Q8VDK1-2,Q8VDK1;Q8VDK1-2,-1.089348542,1.089348542,7.48E-11,7.19E-10,16,Q8VDK1;Q8VDK1-2,Nit1,Nitrilase homolog 1;Isoform 2 of Nitrilase homolog 1,NIT1_MOUSE,15,-53.00264539,0.469973546,Injured,Non-injured,"nucleus,mitochondrion,extracellular exosome;","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;",nitrogen compound metabolic process;
Injured / Non-injured,O70250,O70250,-0.843608923,0.843608923,8.85E-11,8.24E-10,16,O70250,Pgam2,Phosphoglycerate mutase 2,PGAM2_MOUSE,15,-44.27521397,0.55724786,Injured,Non-injured,"nucleus,cytosol,extracellular exosome","bisphosphoglycerate mutase activity,phosphoglycerate mutase activity,protein binding,hydrolase activity,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity,cofactor binding","gluconeogenesis,glycolytic process,striated muscle contraction,Notch signaling pathway,spermatogenesis,regulation of pentose-phosphate shunt,response to mercury ion"
Injured / Non-injured,Q8R4N0,Q8R4N0,-1.672061243,1.672061243,9.14E-11,8.25E-10,16,Q8R4N0,Clybl,"Citrate lyase subunit beta-like protein, mitochondrial",CLYBL_MOUSE,17,-68.61953237,0.313804676,Injured,Non-injured,mitochondrion,"magnesium ion binding,malate synthase activity",
Injured / Non-injured,Q3U3J1,Q3U3J1,-1.637019681,1.637019681,1.03E-10,9.00E-10,16,Q3U3J1,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Q3U3J1_MOUSE,11,-67.84800153,0.321519985,Injured,Non-injured,,,
Injured / Non-injured,O35855,O35855,-2.282261918,2.282261918,1.07E-10,9.07E-10,16,O35855,Bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2_MOUSE,13,-79.44248079,0.205575192,Injured,Non-injured,mitochondrion,"branched-chain-amino-acid transaminase activity,L-leucine transaminase activity,L-valine transaminase activity,L-isoleucine transaminase activity","isoleucine metabolic process,isoleucine catabolic process,leucine metabolic process,valine metabolic process,branched-chain amino acid metabolic process,branched-chain amino acid catabolic process,leucine biosynthetic process,valine biosynthetic process,regulation of hormone levels,cellular response to leukemia inhibitory factor"
Injured / Non-injured,Q91YP0,Q91YP0,-1.56660356,1.56660356,1.48E-10,1.22E-09,16,Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HDH_MOUSE,19,-66.23977462,0.337602254,Injured,Non-injured,"mitochondrion,integral component of membrane",2-hydroxyglutarate dehydrogenase activity,"cellular protein metabolic process,oxidation-reduction process"
Injured / Non-injured,P35486,P35486,-1.065343924,1.065343924,1.71E-10,1.37E-09,16,P35486,Pdha1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",ODPA_MOUSE,23,-52.21412716,0.477858728,Injured,Non-injured,"nucleus,nucleolus,mitochondrion,mitochondrial matrix,myelin sheath,pyruvate dehydrogenase complex","pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity","glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,O08749,O08749,-1.189260178,1.189260178,1.80E-10,1.41E-09,16,O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_MOUSE,21,-56.14723175,0.438527683,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix,cilium,motile cilium,acrosomal matrix,myelin sheath,oxoglutarate dehydrogenase complex,pyruvate dehydrogenase complex","dihydrolipoyl dehydrogenase activity,electron carrier activity,lipoamide binding,flavin adenine dinucleotide binding,NAD binding,pyruvate dehydrogenase (NAD+) activity","2-oxoglutarate metabolic process,mitochondrial electron transport, NADH to ubiquinone,proteolysis,gastrulation,aging,lipoate metabolic process,regulation of membrane potential,cell redox homeostasis,sperm capacitation,dihydrolipoamide metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,Q99MR8,Q99MR8,-1.796399861,1.796399861,1.94E-10,1.48E-09,16,Q99MR8,Mccc1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCA_MOUSE,34,-71.21078933,0.287892107,Injured,Non-injured,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","biotin carboxylase activity,ATP binding,metal ion binding,methylcrotonoyl-CoA carboxylase activity",leucine catabolic process
Injured / Non-injured,Q60825;Q9D2V6,Q60825;Q9D2V6,-2.651883305,2.651883305,2.10E-10,1.53E-09,16,Q60825;Q9D2V6,Slc34a1,Sodium-dependent phosphate transport protein 2A,NPT2A_MOUSE;Q9D2V6_MOUSE,9,-84.08877636,0.159112236,Injured,Non-injured,"cytoplasm,plasma membrane,brush border,integral component of membrane,basolateral plasma membrane,apical plasma membrane,vesicle;","sodium:phosphate symporter activity,protein binding,sodium-dependent phosphate transmembrane transporter activity;","phosphate ion transport,response to lead ion,cellular phosphate ion homeostasis,phosphate ion transmembrane transport,sodium ion transmembrane transport,sodium-dependent phosphate transport,response to cadmium ion,response to mercury ion,bone remodeling,phosphate ion homeostasis;"
Injured / Non-injured,Q9DBL7,Q9DBL7,-1.356683125,1.356683125,2.06E-10,1.53E-09,16,Q9DBL7,Coasy,Bifunctional coenzyme A synthase,COASY_MOUSE,16,-60.9520998,0.390479002,Injured,Non-injured,"mitochondrial matrix,extracellular exosome","dephospho-CoA kinase activity,pantetheine-phosphate adenylyltransferase activity,ATP binding","coenzyme A biosynthetic process,phosphorylation"
Injured / Non-injured,Q9D0S9,Q9D0S9,-1.11953436,1.11953436,2.26E-10,1.61E-09,16,Q9D0S9,Hint2,"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2_MOUSE,5,-53.97576521,0.460242348,Injured,Non-injured,"nucleolus,mitochondrion","nucleotide binding,hydrolase activity","steroid biosynthetic process,apoptotic process,multicellular organism lipid catabolic process,negative regulation of peptidyl-lysine acetylation"
Injured / Non-injured,P62320,P62320,1.377336439,1.377336439,2.35E-10,1.63E-09,16,P62320,Snrpd3,Small nuclear ribonucleoprotein Sm D3,SMD3_MOUSE,4,159.7882965,2.597882965,Injured,Non-injured,"commitment complex,nucleus,nucleoplasm,U5 snRNP,U7 snRNP,U1 snRNP,U2 snRNP,U4 snRNP,U12-type spliceosomal complex,cytoplasm,cytosol,nuclear body,methylosome,pICln-Sm protein complex,SMN-Sm protein complex,extracellular exosome,prespliceosome,precatalytic spliceosome,catalytic step 2 spliceosome,spliceosomal tri-snRNP complex,telomerase holoenzyme complex","RNA binding,enzyme binding,U2 snRNA binding,telomerase RNA binding,histone pre-mRNA DCP binding,U7 snRNA binding,U1 snRNP binding","spliceosomal complex assembly,spliceosomal snRNP assembly,protein methylation"
Injured / Non-injured,P15105,P15105,-1.52650671,1.52650671,2.54E-10,1.72E-09,16,P15105,Glul,Glutamine synthetase,GLNA_MOUSE,14,-65.28831534,0.347116847,Injured,Non-injured,"nucleus,cytoplasm,mitochondrion,rough endoplasmic reticulum,cytosol,perikaryon,myelin sheath,protein complex,axon terminus,cell body,extracellular exosome,glial cell projection,astrocyte projection","magnesium ion binding,glutamate decarboxylase activity,glutamate-ammonia ligase activity,protein binding,ATP binding,glutamate binding,manganese ion binding,identical protein binding,dynein light chain binding","glutamine biosynthetic process,cell proliferation,cellular response to starvation,response to glucose,ammonia assimilation cycle,positive regulation of insulin secretion,positive regulation of epithelial cell proliferation,protein homooligomerization,positive regulation of synaptic transmission, glutamatergic"
Injured / Non-injured,Q9D051,Q9D051,-1.136934638,1.136934638,2.74E-10,1.82E-09,16,Q9D051,Pdhb,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",ODPB_MOUSE,16,-54.5275273,0.454724727,Injured,Non-injured,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix,pyruvate dehydrogenase complex,extracellular exosome","pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity","glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,Q64516-1,Q64516-1,-1.3261539,1.3261539,2.93E-10,1.88E-09,16,Q64516-1,Gk,Isoform 1 of Glycerol kinase,GLPK_MOUSE,28,-60.11699278,0.398830072,Injured,Non-injured,,,
Injured / Non-injured,Q78JN3,Q78JN3,-2.163413907,2.163413907,3.08E-10,1.88E-09,16,Q78JN3,Eci3,"Enoyl-CoA delta isomerase 3, peroxisomal",ECI3_MOUSE,7,-77.67725897,0.22322741,Injured,Non-injured,peroxisome,"fatty-acyl-CoA binding,dodecenoyl-CoA delta-isomerase activity",fatty acid beta-oxidation
