Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,O08749,O08749,-1.106390176,1.106390176,4.67E-11,5.43E-10,16,O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_MOUSE,20,-53.55452913,0.464454709,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix,cilium,motile cilium,acrosomal matrix,myelin sheath,oxoglutarate dehydrogenase complex,pyruvate dehydrogenase complex","dihydrolipoyl dehydrogenase activity,electron carrier activity,lipoamide binding,flavin adenine dinucleotide binding,NAD binding,pyruvate dehydrogenase (NAD+) activity","2-oxoglutarate metabolic process,mitochondrial electron transport, NADH to ubiquinone,proteolysis,gastrulation,aging,lipoate metabolic process,regulation of membrane potential,cell redox homeostasis,sperm capacitation,dihydrolipoamide metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,Q99MR8,Q99MR8,-1.578464528,1.578464528,5.39E-11,5.75E-10,16,Q99MR8,Mccc1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCA_MOUSE,22,-66.51619301,0.33483807,Injured,Non-injured,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","biotin carboxylase activity,ATP binding,metal ion binding,methylcrotonoyl-CoA carboxylase activity",leucine catabolic process
Injured / Non-injured,Q8BMS1,Q8BMS1,-0.977232714,0.977232714,7.53E-11,7.42E-10,16,Q8BMS1,Hadha,"Trifunctional enzyme subunit alpha, mitochondrial",ECHA_MOUSE,31,-49.20468706,0.507953129,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial fatty acid beta-oxidation multienzyme complex,extracellular matrix,mitochondrial nucleoid","fatty-acyl-CoA binding,acetyl-CoA C-acyltransferase activity,enoyl-CoA hydratase activity,long-chain-enoyl-CoA hydratase activity,long-chain-3-hydroxyacyl-CoA dehydrogenase activity,protein complex binding,NAD binding","fatty acid beta-oxidation,response to insulin,response to drug"
Injured / Non-injured,O09174,O09174,-1.864134908,1.864134908,9.07E-11,8.29E-10,16,O09174,Amacr,Alpha-methylacyl-CoA racemase,AMACR_MOUSE,12,-72.53121332,0.274687867,Injured,Non-injured,"cytoplasm,mitochondrion,peroxisome,plasma membrane,intracellular membrane-bounded organelle","receptor binding,alpha-methylacyl-CoA racemase activity","fatty acid metabolic process,bile acid biosynthetic process,bile acid metabolic process,isoprenoid catabolic process"
Injured / Non-injured,P48678,P48678,1.371565977,1.371565977,1.01E-10,8.62E-10,16,P48678,Lmna,Prelamin-A/C,LMNA_MOUSE,31,158.751276,2.58751276,Injured,Non-injured,"nucleus,nuclear envelope,lamin filament,nucleoplasm,extracellular matrix,nuclear membrane,perinuclear region of cytoplasm","structural molecule activity,protein binding,identical protein binding","nucleus organization,nuclear envelope organization,muscle organ development,negative regulation of cell proliferation,positive regulation of gene expression,establishment of cell polarity,regulation of cell migration,establishment or maintenance of microtubule cytoskeleton polarity,regulation of telomere maintenance,protein localization to nucleus,cellular protein localization,sterol regulatory element binding protein import into nucleus,ventricular cardiac muscle cell development,cellular response to hypoxia,negative regulation of mesenchymal cell proliferation,negative regulation of release of cytochrome c from mitochondria,positive regulation of cell aging,regulation of protein localization to nucleus,negative regulation of cardiac muscle hypertrophy in response to stress,negative regulation of extrinsic apoptotic signaling pathway"
Injured / Non-injured,B1AU25;Q9Z0X1,B1AU25;Q9Z0X1,-1.154904041,1.154904041,1.66E-10,8.90E-10,16,B1AU25;Q9Z0X1,Aifm1,"Apoptosis-inducing factor 1, mitochondrial;Apoptosis-inducing factor 1, mitochondrial",B1AU25_MOUSE;AIFM1_MOUSE,17,-55.09039435,0.449096057,Injured,Non-injured,";nucleus,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,perinuclear region of cytoplasm",";DNA binding,electron-transferring-flavoprotein dehydrogenase activity,protein binding,NAD(P)H oxidase activity,oxidoreductase activity, acting on NAD(P)H,protein dimerization activity,FAD binding",";response to ischemia,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,response to oxidative stress,apoptotic mitochondrial changes,response to toxic substance,positive regulation of cell death,respiratory electron transport chain,neuron differentiation,mitochondrial respiratory chain complex I assembly,positive regulation of apoptotic process,positive regulation of neuron apoptotic process,neuron apoptotic process,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,cellular response to hydrogen peroxide,cellular response to estradiol stimulus,cellular response to nitric oxide,cellular response to oxygen-glucose deprivation,response to L-glutamate,regulation of apoptotic DNA fragmentation,cellular response to aldosterone"
Injured / Non-injured,F6SFF5;Q8K1Z0,F6SFF5;Q8K1Z0,-1.791381368,1.791381368,1.36E-10,8.90E-10,16,F6SFF5;Q8K1Z0,Coq9,"Ubiquinone biosynthesis protein COQ9, mitochondrial (Fragment);Ubiquinone biosynthesis protein COQ9, mitochondrial",F6SFF5_MOUSE;COQ9_MOUSE,5,-71.11047012,0.288895299,Injured,Non-injured,";mitochondrion,mitochondrial inner membrane",";lipid binding,protein homodimerization activity",";mitochondrial electron transport, NADH to ubiquinone,ubiquinone biosynthetic process"
Injured / Non-injured,P08249,P08249,-0.858338197,0.858338197,1.74E-10,8.90E-10,16,P08249,Mdh2,"Malate dehydrogenase, mitochondrial",MDHM_MOUSE,19,-44.84124485,0.551587552,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,membrane,myelin sheath,extracellular exosome","RNA binding,malate dehydrogenase activity,L-malate dehydrogenase activity,protein homodimerization activity,protein self-association,malate dehydrogenase (NADP+) activity","carbohydrate metabolic process,tricarboxylic acid cycle,oxaloacetate metabolic process,malate metabolic process,internal protein amino acid acetylation,NADH metabolic process,aerobic respiration"
Injured / Non-injured,P16460,P16460,-1.459523656,1.459523656,1.23E-10,8.90E-10,16,P16460,Ass1,Argininosuccinate synthase,ASSY_MOUSE,32,-63.6386834,0.363613166,Injured,Non-injured,"mitochondrion,cytosol,myelin sheath,extracellular exosome","RNA binding,argininosuccinate synthase activity,ATP binding,amino acid binding,identical protein binding","urea cycle,citrulline metabolic process,argininosuccinate metabolic process,arginine biosynthetic process,aspartate metabolic process,positive regulation of nitric oxide biosynthetic process,cellular response to laminar fluid shear stress,negative regulation of leukocyte cell-cell adhesion"
Injured / Non-injured,P26041,P26041,1.061588491,1.061588491,1.37E-10,8.90E-10,16,P26041,Msn,Moesin,MOES_MOUSE,30,108.7228417,2.087228417,Injured,Non-injured,"uropod,extracellular space,nucleus,cytoplasm,cytosol,cytoskeleton,plasma membrane,microvillus,focal adhesion,cell surface,basolateral plasma membrane,apical plasma membrane,filopodium,pseudopodium,microvillus membrane,vesicle,myelin sheath,apical part of cell,perinuclear region of cytoplasm,extracellular exosome,invadopodium,cell periphery,blood microparticle","double-stranded RNA binding,actin binding,receptor binding,enzyme binding,protein kinase binding,cell adhesion molecule binding","immunological synapse formation,regulation of cell shape,regulation of cell size,positive regulation of gene expression,gland morphogenesis,membrane to membrane docking,T cell proliferation,establishment of epithelial cell apical/basal polarity,establishment of endothelial barrier,T cell aggregation,cellular response to testosterone stimulus,positive regulation of podosome assembly,T cell migration,regulation of organelle assembly,positive regulation of protein localization to early endosome,positive regulation of cellular protein catabolic process,regulation of lymphocyte migration,positive regulation of early endosome to late endosome transport"
Injured / Non-injured,P27659,P27659,0.738578115,0.738578115,1.81E-10,8.90E-10,16,P27659,Rpl3,60S ribosomal protein L3,RL3_MOUSE,13,66.85305657,1.668530566,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,cytosol,focal adhesion,cytosolic large ribosomal subunit,protein complex,extracellular exosome","RNA binding,structural constituent of ribosome,5S rRNA binding","ribosomal large subunit assembly,translation,cellular response to interleukin-4"
Injured / Non-injured,P54071,P54071,-1.2651329,1.2651329,1.81E-10,8.90E-10,16,P54071,Idh2,"Isocitrate dehydrogenase [NADP], mitochondrial",IDHP_MOUSE,24,-58.39389616,0.416061038,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,peroxisome,cytosol,extracellular exosome","magnesium ion binding,isocitrate dehydrogenase activity,isocitrate dehydrogenase (NADP+) activity,NAD binding","glyoxylate cycle,tricarboxylic acid cycle,isocitrate metabolic process,2-oxoglutarate metabolic process,NADP biosynthetic process,negative regulation of glial cell proliferation,negative regulation of glial cell migration,negative regulation of matrix metallopeptidase secretion"
Injured / Non-injured,Q3ULD5,Q3ULD5,-1.426691057,1.426691057,1.70E-10,8.90E-10,16,Q3ULD5,Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCB_MOUSE,21,-62.80169104,0.37198309,Injured,Non-injured,"mitochondrion,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","ATP binding,methylcrotonoyl-CoA carboxylase activity","leucine catabolic process,coenzyme A metabolic process"
Injured / Non-injured,Q8BFR5,Q8BFR5,-1.049737409,1.049737409,1.36E-10,8.90E-10,16,Q8BFR5,Tufm,"Elongation factor Tu, mitochondrial",EFTU_MOUSE,24,-51.69439206,0.483056079,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,membrane,mitochondrial nucleoid,myelin sheath,extracellular exosome","RNA binding,translation elongation factor activity,GTPase activity,GTP binding","translational elongation,response to ethanol"
Injured / Non-injured,Q99NB1,Q99NB1,-1.904811477,1.904811477,1.51E-10,8.90E-10,16,Q99NB1,Acss1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACS2L_MOUSE,18,-73.29487535,0.267051246,Injured,Non-injured,"mitochondrion,mitochondrial matrix","acetate-CoA ligase activity,ATP binding,AMP binding","acetyl-CoA biosynthetic process,acetate biosynthetic process,acetyl-CoA biosynthetic process from acetate,propionate biosynthetic process"
Injured / Non-injured,Q9EPL9,Q9EPL9,-1.410082075,1.410082075,1.57E-10,8.90E-10,16,Q9EPL9,Acox3,Peroxisomal acyl-coenzyme A oxidase 3,ACOX3_MOUSE,16,-62.37097208,0.376290279,Injured,Non-injured,"mitochondrion,peroxisome,peroxisomal matrix,membrane","acyl-CoA dehydrogenase activity,receptor binding,pristanoyl-CoA oxidase activity,flavin adenine dinucleotide binding,FAD binding","fatty acid beta-oxidation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase"
Injured / Non-injured,A2ATU0,A2ATU0,-1.327025771,1.327025771,2.02E-10,9.25E-10,16,A2ATU0,Dhtkd1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_MOUSE,10,-60.14108817,0.398589118,Injured,Non-injured,"mitochondrion,oxoglutarate dehydrogenase complex,cytosol","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding","hematopoietic progenitor cell differentiation,generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle"
Injured / Non-injured,O88338;Q8C730,O88338;Q8C730,-1.807974128,1.807974128,2.02E-10,9.25E-10,16,O88338;Q8C730,Cdh16,Cadherin-16,CAD16_MOUSE;Q8C730_MOUSE,13,-71.44083168,0.285591683,Injured,Non-injured,"plasma membrane,integral component of plasma membrane,basolateral plasma membrane,extracellular exosome;",calcium ion binding;,"homophilic cell adhesion via plasma membrane adhesion molecules,cell-cell signaling,nervous system development,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules;"
Injured / Non-injured,A2AP78;O54879,A2AP78;O54879,1.683400542,1.683400542,2.36E-10,9.75E-10,16,A2AP78;O54879,Hmgb3,High mobility group protein B3 (Fragment);High mobility group protein B3,A2AP78_MOUSE;HMGB3_MOUSE,3,221.1841149,3.211841149,Injured,Non-injured,";nucleus,chromosome,cytoplasm",";four-way junction DNA binding,DNA binding,RNA binding,DNA binding, bending",";transcription, DNA-templated,regulation of transcription, DNA-templated,DNA geometric change,innate immune response,negative regulation of B cell differentiation,negative regulation of myeloid cell differentiation"
Injured / Non-injured,Q8BH95,Q8BH95,-1.208538445,1.208538445,2.23E-10,9.75E-10,16,Q8BH95,Echs1,"Enoyl-CoA hydratase, mitochondrial",ECHM_MOUSE,10,-56.72932429,0.432706757,Injured,Non-injured,"mitochondrion,mitochondrial matrix,extracellular exosome",enoyl-CoA hydratase activity,fatty acid beta-oxidation
Injured / Non-injured,Q99JW2,Q99JW2,-2.126401799,2.126401799,2.35E-10,9.75E-10,16,Q99JW2,Acy1,Aminoacylase-1,ACY1_MOUSE,15,-77.09716335,0.229028366,Injured,Non-injured,"cytoplasm,extracellular exosome","aminoacylase activity,metallopeptidase activity,identical protein binding,metal ion binding","proteolysis,cellular amino acid metabolic process"
Injured / Non-injured,Q9D8E6,Q9D8E6,0.680187671,0.680187671,2.48E-10,9.90E-10,16,Q9D8E6,Rpl4,60S ribosomal protein L4,RL4_MOUSE,16,60.23481809,1.602348181,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,rough endoplasmic reticulum,focal adhesion,membrane,cytosolic large ribosomal subunit,intracellular ribonucleoprotein complex,extracellular exosome","RNA binding,structural constituent of ribosome,protein binding",cytoplasmic translation
Injured / Non-injured,P16331,P16331,-2.017179068,2.017179068,2.63E-10,1.02E-09,16,P16331,Pah,Phenylalanine-4-hydroxylase,PH4H_MOUSE,17,-75.29592518,0.247040748,Injured,Non-injured,extracellular exosome,"phenylalanine 4-monooxygenase activity,iron ion binding","L-phenylalanine catabolic process,oxidation-reduction process"
Injured / Non-injured,J3QP56;P97823;P97823-2,J3QP56;P97823;P97823-2,-1.440552945,1.440552945,3.41E-10,1.20E-09,16,J3QP56;P97823;P97823-2,Lypla1,Acyl-protein thioesterase 1;Acyl-protein thioesterase 1;Isoform 2 of Acyl-protein thioesterase 1,J3QP56_MOUSE;LYPA1_MOUSE;LYPA1_MOUSE,6,-63.15739303,0.36842607,Injured,Non-injured,";mitochondrion,cytosol,extracellular exosome;",";palmitoyl-(protein) hydrolase activity,lipase activity,carboxylic ester hydrolase activity;",";protein depalmitoylation,fatty acid metabolic process,negative regulation of Golgi to plasma membrane protein transport;"
Injured / Non-injured,Q91V55,Q91V55,0.796731114,0.796731114,3.23E-10,1.20E-09,16,Q91V55,Rps5,40S ribosomal protein S5,Q91V55_MOUSE,7,73.71605722,1.737160572,Injured,Non-injured,,,
Injured / Non-injured,Q91WT7,Q91WT7,-2.642061823,2.642061823,3.39E-10,1.20E-09,16,Q91WT7,Akr1c14,3-alpha-hydroxysteroid dehydrogenase type 1,Q91WT7_MOUSE,11,-83.98008745,0.160199125,Injured,Non-injured,cellular_component,androsterone dehydrogenase activity,"hippocampus development,oxidation-reduction process"
Injured / Non-injured,Q99LC5,Q99LC5,-1.106440874,1.106440874,3.46E-10,1.20E-09,16,Q99LC5,Etfa,"Electron transfer flavoprotein subunit alpha, mitochondrial",ETFA_MOUSE,15,-53.55616126,0.464438387,Injured,Non-injured,"mitochondrion,mitochondrial electron transfer flavoprotein complex,extracellular exosome","protein binding,electron carrier activity,oxidoreductase activity,flavin adenine dinucleotide binding",fatty acid beta-oxidation using acyl-CoA dehydrogenase
Injured / Non-injured,B1ASZ3;Q64516;Q64516-1;Q64516-2,B1ASZ3;Q64516;Q64516-1;Q64516-2,-1.258965502,1.258965502,4.09E-10,1.38E-09,16,B1ASZ3;Q64516;Q64516-1;Q64516-2,Gk,Glycerol kinase;Glycerol kinase;Isoform 1 of Glycerol kinase;Isoform 2 of Glycerol kinase,B1ASZ3_MOUSE;GLPK_MOUSE;GLPK_MOUSE;GLPK_MOUSE,19,-58.21565291,0.417843471,Injured,Non-injured,";nucleus,mitochondrion,mitochondrial outer membrane,cytosol;;",";glycerol kinase activity,ATP binding;;",";glycerol metabolic process,triglyceride metabolic process,phosphorylation,regulation of fatty acid metabolic process,glycerol catabolic process,glucose homeostasis,glycerol-3-phosphate biosynthetic process;;"
Injured / Non-injured,P14733,P14733,1.431969181,1.431969181,4.20E-10,1.38E-09,16,P14733,Lmnb1,Lamin-B1,LMNB1_MOUSE,15,169.8147429,2.698147429,Injured,Non-injured,"nucleus,nuclear envelope,nuclear inner membrane,lamin filament,nucleoplasm,membrane,nuclear matrix,nuclear membrane","structural molecule activity,JUN kinase binding,phospholipase binding","positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G2/M transition of mitotic cell cycle,positive regulation of JNK cascade"
Injured / Non-injured,Q9DBT9,Q9DBT9,-1.389920011,1.389920011,4.74E-10,1.52E-09,16,Q9DBT9,Dmgdh,"Dimethylglycine dehydrogenase, mitochondrial",M2GD_MOUSE,14,-61.84140417,0.381585958,Injured,Non-injured,"mitochondrion,mitochondrial matrix","RNA binding,dimethylglycine dehydrogenase activity","amino-acid betaine catabolic process,choline catabolic process,oxidation-reduction process"
Injured / Non-injured,D3YTQ3;F6VQH5;Q9Z130,D3YTQ3;F6VQH5;Q9Z130,1.949148356,1.949148356,5.95E-10,1.69E-09,16,D3YTQ3;F6VQH5;Q9Z130,Hnrnpdl,Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D-like (Fragment);Heterogeneous nuclear ribonucleoprotein D-like,D3YTQ3_MOUSE;F6VQH5_MOUSE;HNRDL_MOUSE,3,286.1465164,3.861465164,Injured,Non-injured,";;nucleus,nucleoplasm,cytoplasm,extracellular exosome",";;DNA binding,double-stranded DNA binding,single-stranded DNA binding,RNA binding,poly(A) binding,poly(G) binding",";;transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of gene expression,mRNA metabolic process"
Injured / Non-injured,P26443,P26443,-0.728582132,0.728582132,5.68E-10,1.69E-09,16,P26443,Glud1,"Glutamate dehydrogenase 1, mitochondrial",DHE3_MOUSE,30,-39.65032661,0.603496734,Injured,Non-injured,"cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix","glutamate dehydrogenase (NAD+) activity,glutamate dehydrogenase [NAD(P)+] activity,protein binding,ATP binding,GTP binding,enzyme binding,ADP binding,NAD+ binding,leucine binding","glutamate biosynthetic process,glutamate catabolic process,glutamine metabolic process,long-term memory,response to aluminum ion,cerebellum development,positive regulation of insulin secretion,oxidation-reduction process,tricarboxylic acid metabolic process"
Injured / Non-injured,P97807;P97807-2,P97807;P97807-2,-1.031748109,1.031748109,5.95E-10,1.69E-09,16,P97807;P97807-2,Fh,"Fumarate hydratase, mitochondrial;Isoform Cytoplasmic of Fumarate hydratase, mitochondrial",FUMH_MOUSE,15,-51.08828722,0.489117128,Injured,Non-injured,"mitochondrion,tricarboxylic acid cycle enzyme complex,extracellular exosome;",fumarate hydratase activity;,"tricarboxylic acid cycle,fumarate metabolic process,malate metabolic process,homeostasis of number of cells within a tissue;"
Injured / Non-injured,Q91X52,Q91X52,-1.340856164,1.340856164,5.85E-10,1.69E-09,16,Q91X52,Dcxr,L-xylulose reductase,DCXR_MOUSE,7,-60.52136986,0.394786301,Injured,Non-injured,"nucleus,cytoplasmic microtubule,microvillus,brush border,apical plasma membrane,extracellular exosome","oxidoreductase activity, acting on CH-OH group of donors,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,identical protein binding,L-xylulose reductase (NADP+) activity","xylulose metabolic process,glucose metabolic process,NADP metabolic process,D-xylose metabolic process,protein homotetramerization,oxidation-reduction process"
Injured / Non-injured,Q91YP0,Q91YP0,-1.31103352,1.31103352,5.45E-10,1.69E-09,16,Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HDH_MOUSE,12,-59.69679485,0.403032052,Injured,Non-injured,"mitochondrion,integral component of membrane",2-hydroxyglutarate dehydrogenase activity,"cellular protein metabolic process,oxidation-reduction process"
Injured / Non-injured,Q9QUM9,Q9QUM9,0.797216672,0.797216672,6.59E-10,1.83E-09,16,Q9QUM9,Psma6,Proteasome subunit alpha type-6,PSA6_MOUSE,7,73.77453344,1.737745334,Injured,Non-injured,"proteasome complex,cytoplasmic mRNA processing body,nucleus,nucleoplasm,cytoplasm,cytosol,proteasome core complex,polysome,nuclear matrix,proteasome core complex, alpha-subunit complex,myofibril,sarcomere,extracellular exosome","RNA binding,threonine-type endopeptidase activity,NF-kappaB binding","ubiquitin-dependent protein catabolic process,skeletal muscle tissue development,positive regulation of NF-kappaB transcription factor activity,proteolysis involved in cellular protein catabolic process"
Injured / Non-injured,P32020;P32020-2,P32020;P32020-2,-1.715788944,1.715788944,7.63E-10,1.94E-09,16,P32020;P32020-2,Scp2,Non-specific lipid-transfer protein;Isoform SCP2 of Non-specific lipid-transfer protein,NLTP_MOUSE,12,-69.55639618,0.304436038,Injured,Non-injured,"nucleoplasm,mitochondrion,peroxisome,membrane,intracellular membrane-bounded organelle,protein complex,extracellular exosome;","fatty-acyl-CoA binding,receptor binding,protein binding,phosphatidylinositol transporter activity,sterol transporter activity,cholesterol binding,sterol binding,propanoyl-CoA C-acyltransferase activity,long-chain fatty acyl-CoA binding,propionyl-CoA C2-trimethyltridecanoyltransferase activity,oleic acid binding;","acyl-CoA metabolic process,steroid biosynthetic process,progesterone biosynthetic process,peroxisome organization,phospholipid transport,cholesterol transport,positive regulation of intracellular cholesterol transport,inositol trisphosphate biosynthetic process,positive regulation of steroid metabolic process,protein localization to plasma membrane,lipid hydroperoxide transport;"
Injured / Non-injured,P62242,P62242,0.770458975,0.770458975,7.69E-10,1.94E-09,16,P62242,Rps8,40S ribosomal protein S8,RS8_MOUSE,11,70.58123797,1.70581238,Injured,Non-injured,"nucleus,endoplasmic reticulum,cytosol,focal adhesion,membrane,cytosolic small ribosomal subunit,intracellular ribonucleoprotein complex,extracellular exosome","RNA binding,structural constituent of ribosome","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),translation"
